target_ip,target_geo_country,Time Run,Processed?
13.227.254.94,SG,2023-03-01 02:34:16.446790,Not Processed due to DUPLICATE in past 7 days
13.227.254.99,SG,2023-03-01 02:34:16.449783,Not Processed due to DUPLICATE in past 7 days
23.200.24.43,SG,2023-03-01 02:34:16.452774,Not Processed due to DUPLICATE in past 7 days
17.248.164.108,SG,2023-03-01 02:34:16.454770,Not Processed due to DUPLICATE in past 7 days
13.33.100.61,SG,2023-03-01 02:34:16.456764,Not Processed due to DUPLICATE in past 7 days
52.76.228.161,SG,2023-03-01 02:34:16.459756,Not Processed due to DUPLICATE in past 7 days
173.194.22.169,SG,2023-03-01 02:34:16.462291,Not Processed due to DUPLICATE in past 7 days
18.142.201.37,SG,2023-03-01 02:34:16.464286,Not Processed due to DUPLICATE in past 7 days
192.166.246.143,SG,2023-03-01 02:34:16.466281,Not Processed due to DUPLICATE in past 7 days
203.116.175.163,SG,2023-03-01 02:34:16.468276,Not Processed due to DUPLICATE in past 7 days
13.228.90.32,SG,2023-03-01 02:34:16.471267,Not Processed due to DUPLICATE in past 7 days
52.76.40.178,SG,2023-03-01 02:34:16.474259,Not Processed due to DUPLICATE in past 7 days
121.7.89.176,SG,2023-03-01 02:34:16.476254,Not Processed due to DUPLICATE in past 7 days
31.13.68.1,SG,2023-03-01 02:34:16.478248,Not Processed due to DUPLICATE in past 7 days
13.33.88.116,SG,2023-03-01 02:34:16.480243,Not Processed due to DUPLICATE in past 7 days
3.1.152.102,SG,2023-03-01 02:34:16.482238,Not Processed due to DUPLICATE in past 7 days
23.49.60.129,SG,2023-03-01 02:34:16.485230,Not Processed due to DUPLICATE in past 7 days
96.16.116.196,SG,2023-03-01 02:34:16.487224,Not Processed due to DUPLICATE in past 7 days
101.32.104.177,SG,2023-03-01 02:34:16.489219,Not Processed due to DUPLICATE in past 7 days
17.248.154.11,SG,2023-03-01 02:34:16.491214,Not Processed due to DUPLICATE in past 7 days
54.192.150.89,SG,2023-03-01 02:34:16.493208,Not Processed due to DUPLICATE in past 7 days
23.52.113.101,SG,2023-03-01 02:34:16.495203,Not Processed due to DUPLICATE in past 7 days
74.125.68.155,SG,2023-03-01 02:34:16.497198,Not Processed due to DUPLICATE in past 7 days
52.76.243.108,SG,2023-03-01 02:34:16.502184,Not Processed due to DUPLICATE in past 7 days
157.240.13.55,SG,2023-03-01 02:34:16.504179,Not Processed due to DUPLICATE in past 7 days
23.210.250.80,SG,2023-03-01 02:34:16.506174,Not Processed due to DUPLICATE in past 7 days
43.132.80.22,SG,2023-03-01 02:34:16.509167,Not Processed due to DUPLICATE in past 7 days
13.33.28.118,SG,2023-03-01 02:34:16.511161,Not Processed due to DUPLICATE in past 7 days
121.6.48.26,SG,2023-03-01 02:34:16.513156,Not Processed due to DUPLICATE in past 7 days
23.195.152.208,SG,2023-03-01 02:34:16.515150,Not Processed due to DUPLICATE in past 7 days
184.27.122.40,SG,2023-03-01 02:34:16.518143,Not Processed due to DUPLICATE in past 7 days
52.98.71.50,SG,2023-03-01 02:34:16.520137,Not Processed due to DUPLICATE in past 7 days
23.15.110.65,SG,2023-03-01 02:34:16.522131,Not Processed due to DUPLICATE in past 7 days
23.49.60.202,SG,2023-03-01 02:34:16.524126,Not Processed due to DUPLICATE in past 7 days
51.79.164.247,SG,2023-03-01 02:34:16.527118,Not Processed due to DUPLICATE in past 7 days
188.42.147.32,SG,2023-03-01 02:34:16.529113,Not Processed due to DUPLICATE in past 7 days
3.1.123.42,SG,2023-03-01 02:34:16.531107,Not Processed due to DUPLICATE in past 7 days
23.59.80.33,SG,2023-03-01 02:34:16.534099,Not Processed due to DUPLICATE in past 7 days
51.79.222.34,SG,2023-03-01 02:34:16.536094,Not Processed due to DUPLICATE in past 7 days
23.215.7.84,SG,2023-03-01 02:34:16.538088,Not Processed due to DUPLICATE in past 7 days
23.210.250.107,SG,2023-03-01 02:34:16.540083,Not Processed due to DUPLICATE in past 7 days
175.41.187.144,SG,2023-03-01 02:34:16.543075,Not Processed due to DUPLICATE in past 7 days
54.179.75.107,SG,2023-03-01 02:34:16.545070,Not Processed due to DUPLICATE in past 7 days
54.169.104.250,SG,2023-03-01 02:34:16.547065,Not Processed due to DUPLICATE in past 7 days
116.87.186.130,SG,2023-03-01 02:34:16.550057,Not Processed due to DUPLICATE in past 7 days
157.240.7.53,SG,2023-03-01 02:34:16.553048,Not Processed due to DUPLICATE in past 7 days
13.33.100.94,SG,2023-03-01 02:34:16.556040,Not Processed due to DUPLICATE in past 7 days
23.75.23.57,SG,2023-03-01 02:34:16.558035,Not Processed due to DUPLICATE in past 7 days
52.114.15.181,SG,2023-03-01 02:34:16.560030,Not Processed due to DUPLICATE in past 7 days
74.125.171.73,SG,2023-03-01 02:34:16.562024,Not Processed due to DUPLICATE in past 7 days
203.116.175.171,SG,2023-03-01 02:34:16.564019,Not Processed due to DUPLICATE in past 7 days
54.192.150.44,SG,2023-03-01 02:34:16.567012,Not Processed due to DUPLICATE in past 7 days
18.136.86.75,SG,2023-03-01 02:34:16.569006,Not Processed due to DUPLICATE in past 7 days
52.84.251.9,SG,2023-03-01 02:34:16.571000,Not Processed due to DUPLICATE in past 7 days
203.116.175.32,SG,2023-03-01 02:34:16.572995,Not Processed due to DUPLICATE in past 7 days
104.69.163.61,SG,2023-03-01 02:34:16.574990,Not Processed due to DUPLICATE in past 7 days
180.87.173.16,SG,2023-03-01 02:34:16.576984,Not Processed due to DUPLICATE in past 7 days
17.248.154.17,SG,2023-03-01 02:34:16.579977,Not Processed due to DUPLICATE in past 7 days
54.192.150.12,SG,2023-03-01 02:34:16.581971,Not Processed due to DUPLICATE in past 7 days
13.33.88.87,SG,2023-03-01 02:34:16.584964,Not Processed due to DUPLICATE in past 7 days
51.79.165.204,SG,2023-03-01 02:34:16.586958,Not Processed due to DUPLICATE in past 7 days
104.69.163.60,SG,2023-03-01 02:34:16.588955,Not Processed due to DUPLICATE in past 7 days
104.69.32.93,SG,2023-03-01 02:34:16.590947,Not Processed due to DUPLICATE in past 7 days
17.248.164.45,SG,2023-03-01 02:34:16.592942,Not Processed due to DUPLICATE in past 7 days
52.77.133.180,SG,2023-03-01 02:34:16.594936,Not Processed due to DUPLICATE in past 7 days
23.220.203.115,SG,2023-03-01 02:34:16.596931,Not Processed due to DUPLICATE in past 7 days
