target_ip,target_geo_country
18.141.43.183,SG
104.69.107.45,SG
184.31.4.207,SG
17.248.154.5,SG
17.248.154.22,SG
116.87.189.216,SG
17.248.154.39,SG
17.248.164.102,SG
17.253.61.203,SG
103.231.98.196,SG
124.155.222.26,SG
13.33.33.51,SG
54.192.150.13,SG
13.33.100.132,SG
91.108.56.173,SG
52.76.163.242,SG
180.87.173.16,SG
103.155.16.178,SG
103.207.108.98,SG
157.240.7.16,SG
169.150.243.3,SG
52.139.250.209,SG
13.227.254.102,SG
157.240.15.63,SG
46.51.219.70,SG
106.10.186.200,SG
159.138.91.5,SG
119.74.176.84,SG
13.33.33.6,SG
144.126.242.176,SG
104.69.96.220,SG
23.195.121.150,SG
157.240.7.6,SG
13.215.82.183,SG
143.244.33.161,SG
18.136.42.214,SG
46.137.229.114,SG
125.56.199.43,SG
23.210.250.82,SG
184.31.4.201,SG
52.221.15.231,SG
125.56.199.9,SG
13.33.33.60,SG
23.47.190.123,SG
203.116.175.115,SG
17.248.164.198,SG
194.233.94.209,SG
52.98.65.2,SG
52.84.251.97,SG
52.84.251.74,SG
43.132.80.22,SG
23.15.98.69,SG
54.255.26.7,SG
13.33.100.129,SG
13.33.79.144,SG
89.187.163.131,SG
52.84.251.60,SG
157.240.7.20,SG
13.33.33.118,SG
52.77.158.91,SG
125.252.229.70,SG
23.36.252.240,SG
52.84.251.64,SG
156.59.151.17,SG
13.33.33.91,SG
72.247.81.88,SG
8.218.46.10,SG
159.138.85.193,SG
51.79.223.21,SG
17.248.164.11,SG
151.192.83.68,SG
202.156.3.37,SG
13.33.88.19,SG
161.117.125.94,SG
69.173.158.68,SG
157.240.13.175,SG
54.192.150.11,SG
91.108.56.122,SG
23.200.24.27,SG
54.251.222.189,SG
52.98.70.130,SG
203.116.175.152,SG
43.156.222.154,SG
124.155.222.58,SG
103.252.202.183,SG
184.31.5.103,SG
103.136.220.205,SG
157.240.7.20,SG
23.205.209.126,SG
119.13.160.160,SG
89.187.162.134,SG
23.205.209.74,SG
111.223.64.51,SG
157.240.15.61,SG
13.35.13.83,SG
40.99.10.34,SG
101.33.26.196,SG
188.42.147.158,SG
23.52.171.154,SG
86.48.10.115,SG
184.28.53.99,SG
203.116.175.136,SG
43.132.80.26,SG
157.240.13.14,SG
134.238.32.89,SG
13.35.18.21,SG
52.84.251.63,SG
157.240.7.33,SG
51.79.204.178,SG
23.44.4.26,SG
202.65.240.210,SG
54.192.150.84,SG
23.59.80.67,SG
23.200.24.99,SG
52.84.251.104,SG
13.33.28.218,SG
156.146.57.46,SG
17.248.154.10,SG
13.33.33.72,SG
84.247.49.210,SG
107.155.23.10,SG
124.155.222.40,SG
103.28.54.162,SG
17.248.164.104,SG
104.65.229.48,SG
101.33.26.180,SG
13.33.78.115,SG
23.54.56.210,SG
52.74.138.239,SG
54.192.150.59,SG
111.223.64.57,SG
51.79.223.17,SG
104.28.156.111,SG
47.241.41.246,SG
17.253.61.204,SG
20.157.117.5,SG
209.85.228.10,SG
101.33.26.226,SG
23.61.0.95,SG
125.252.229.208,SG
51.79.206.66,SG
18.136.178.185,SG
43.132.81.121,SG
157.240.13.33,SG
103.6.151.227,SG
23.54.56.132,SG
13.33.33.95,SG
51.79.166.235,SG
157.240.15.52,SG
74.125.171.10,SG
23.49.60.136,SG
104.103.150.205,SG
43.156.223.191,SG
173.194.51.102,SG
17.248.154.52,SG
52.74.200.0,SG
202.165.107.53,SG
13.251.171.38,SG
157.240.15.34,SG
23.58.140.25,SG
23.54.58.69,SG
3.1.172.253,SG
52.98.71.210,SG
43.132.81.184,SG
13.229.19.162,SG
96.17.72.40,SG
23.5.165.51,SG
23.200.24.90,SG
13.33.28.151,SG
23.50.94.75,SG
18.140.28.233,SG
138.113.125.14,SG
13.214.91.161,SG
23.44.0.126,SG
116.86.140.226,SG
203.116.188.216,SG
23.212.92.24,SG
43.152.143.228,SG
103.155.16.130,SG
89.187.162.142,SG
125.56.199.98,SG
157.240.13.175,SG
52.123.252.34,SG
51.79.167.114,SG
51.79.204.61,SG
43.132.73.53,SG
17.248.164.77,SG
54.192.150.17,SG
111.223.64.91,SG
111.223.64.51,SG
139.99.68.6,SG
13.33.28.61,SG
52.114.15.111,SG
210.10.5.13,SG
52.220.83.205,SG
142.251.91.102,SG
17.253.61.198,SG
